DATE_STRIN,LATITUDE,LONGITUDE,LOCATION_N,AREA,COUNTRY,REGION_COD,CAUSE_CODE
1837/11/07,21.176,-156.788,"HAKAAANO, MOLOKAI, HI",HI,USA,80,0
3/11/2011,22.192778,-159.336111,"MOLOAA BAY, CENTER, KAUAI, HI",HI,USA,80,0
3/2/1933,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
3/11/2011,22.146389,-159.299444,"ANAHOLA BEACH, LIFEGUARD, KAUAI, HI",HI,USA,80,0
1860/12/01,20.898,-156.472,"KAHULUI, MAUI, HI",HI,USA,80,0
3/11/2011,22.156111,-159.305556,"ALIMANU, N. ANAHOLA BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,22.197,-159.335,"MOLOAA BAY, KAUAI, HI",HI,USA,80,0
3/11/2011,22.091389,-159.306111,"KELIA BEACH, KAUAI, HI",HI,USA,80,0
3/9/1957,22.15,-159.303,"ANAHOLA BEACH, KAUAI, HI",HI,USA,80,0
3/11/2011,21.579667,-158.23745,"END OF ROAD, OAHU, HI",HI,USA,80,0
3/9/1957,22.176,-159.316,"PAPAA BAY, KAUAI, HI",HI,USA,80,0
3/11/2011,21.59,-158.113,"HALEIWA, OAHU, HI",HI,USA,80,0
3/9/1957,22.063,-159.321,"WAIPOULI, KAUAI, HI",HI,USA,80,0
3/11/2011,21.317708,-157.89255,"KEEHI HARBOR, HONOLULU, OAHU, HI",HI,USA,80,0
10/28/2012,21.437,-157.793,"MOKUOLOE, OAHU, HI",HI,USA,80,0
3/9/1957,22.059,-159.324,"WAIPOULI, KAUAI, HI",HI,USA,80,0
10/28/2012,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
3/9/1957,22.056,-159.329,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,22.055,-159.331,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,22.054,-159.334,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,22.053,-159.337,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,22.052,-159.338,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,21.996,-159.343,"HANAMAULU BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,22.005,-159.336,"HANAMAULU BAY, KAUAI, HI",HI,USA,80,0
3/28/1964,21.59,-158.113,"HALEIWA, OAHU, HI",HI,USA,80,0
3/28/1964,21.61,-157.92,"HAUULA, OAHU, HI",HI,USA,80,0
5/22/1960,22.131,-159.295,"POHAKULOA POINT, KAUAI, HI",HI,USA,80,0
5/22/1960,22.138,-159.296,"PAPALOA, KAUAI, HI",HI,USA,80,0
5/22/1960,22.15,-159.303,"ANAHOLA BEACH, KAUAI, HI",HI,USA,80,0
5/22/1960,22.164,-159.311,"KUAEHU POINT, KAUAI, HI",HI,USA,80,0
5/22/1960,22.115,-159.298,"PALIKU POINT, KAUAI, HI",HI,USA,80,0
5/22/1960,22.109,-159.299,"PALIKU POINT, KAUAI, HI",HI,USA,80,0
5/22/1960,22.097,-159.308,"KEALIA, KAUAI, HI",HI,USA,80,0
5/22/1960,22.082,-159.316,"KAPAA, KAUAI, HI",HI,USA,80,0
5/22/1960,22.079,-159.318,"KAPAA, KAUAI, HI",HI,USA,80,0
5/22/1960,22.076,-159.32,"KAPAA, KAUAI, HI",HI,USA,80,0
3/28/1964,22.05,-159.33,"WAILUA, KAUAI, HI",HI,USA,80,0
5/22/1960,22.072,-159.319,"KAPAA, KAUAI, HI",HI,USA,80,0
4/1/1946,20.941,-156.343,"MALIKO BAY, MAUI, HI",HI,USA,80,0
4/1/1946,22.18,-159.33,"MOLOAA, KAUAI, HI",HI,USA,80,0
5/22/1960,22.069,-159.321,"KAPAA, KAUAI, HI",HI,USA,80,0
4/1/1946,20.87,-156.17,"HONOMANU BAY, MAUI, HI",HI,USA,80,0
4/1/1946,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
5/22/1960,22.063,-159.321,"WAIPOULI, KAUAI, HI",HI,USA,80,0
4/1/1946,20.867,-156.151,"KEANAE POINT, MAUI, HI",HI,USA,80,0
4/1/1946,20.91,-156.49,"PAUKUKALO, MAUI, HI",HI,USA,80,0
5/22/1960,22.056,-159.329,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
4/1/1946,20.865,-156.146,"KEANAE POINT, MAUI, HI",HI,USA,80,0
11/11/1922,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
5/22/1960,22.052,-159.338,"WAILUA BAY, KAUAI, HI",HI,USA,80,0
4/1/1946,20.63,-156.184,"NUU BAY, MAUI, HI",HI,USA,80,0
8/17/1906,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,20.599,-156.427,"LA PEROUSE BAY, MAUI, HI",HI,USA,80,0
5/22/1960,21.996,-159.343,"HANAMAULU BAY, KAUAI, HI",HI,USA,80,0
8/9/1901,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,20.628,-156.446,"AHIHI BAY, MAUI, HI",HI,USA,80,0
5/22/1960,22.005,-159.336,"HANAMAULU BAY, KAUAI, HI",HI,USA,80,0
2/3/1923,21.593,-158.1055,"HALEIWA, OAHU, HI",HI,USA,80,0
4/1/1946,20.657,-156.445,"MAKENA, MAUI, HI",HI,USA,80,0
5/22/1960,22.037,-159.338,"WAILUA, KAUAI, HI",HI,USA,80,0
4/1/1946,20.686,-156.446,"WAILEA, MAUI, HI",HI,USA,80,0
2/3/1923,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
5/22/1960,21.961,-159.341,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
4/1/1946,20.732,-156.454,"ILIILIHOLO BEACH, MAUI, HI",HI,USA,80,0
3/28/1964,22.157,-159.308,"ANAHOLA BAY, KAUAI, HI",HI,USA,80,0
4/1/1946,20.785,-156.467,"KIHEI, MAUI, HI",HI,USA,80,0
3/28/1964,21.59,-158.12,"KAIAKA BAY, OAHU, HI",HI,USA,80,0
4/1/1946,20.797,-156.488,"MAALAEA, MAUI, HI",HI,USA,80,0
5/4/1959,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
4/1/1946,20.795,-156.514,"MAALAEA, MAUI, HI",HI,USA,80,0
5/4/1959,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
4/1/1946,20.796,-156.571,"SOUTHWEST COAST MAUI, HI",HI,USA,80,0
8/15/1918,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,20.811,-156.622,"HEKILI POINT, MAUI, HI",HI,USA,80,0
9/7/1918,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
11/4/1952,21.55,-157.848,"KAAAWA, OAHU, HI",HI,USA,80,0
4/1/1946,20.811,-156.626,"HEKILI POINT, MAUI, HI",HI,USA,80,0
11/4/1952,21.578,-158.283,"KAENA POINT, OAHU, HI",HI,USA,80,0
3/11/2011,21.35949,-158.13173,"KAHE, OAHU, HI",HI,USA,80,0
4/1/1946,20.814,-156.628,"SOUTHWEST COAST MAUI, HI",HI,USA,80,0
11/4/1952,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
3/11/2011,20.91417,-156.39306,"BALDWIN BEACH PARK, MAUI, HI",HI,USA,80,0
11/4/1952,21.539,-157.841,"KAAAWA, OAHU, HI",HI,USA,80,0
3/11/2011,20.78574,-156.467,"N KIHEI RD, SUGAR BEACH, MAUI, HI",HI,USA,80,0
11/4/1952,21.514,-157.837,"KUALOA POINT, OAHU, HI",HI,USA,80,0
11/4/1952,21.493,-157.85,"WAIAHOLE, OAHU, HI",HI,USA,80,0
3/11/2011,20.891883,-156.468233,"PUUNANE AVE., MAUI, HI",HI,USA,80,0
4/1/1946,21.3,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
11/4/1952,21.716,-157.987,"KAHUKU POINT, OAHU, HI",HI,USA,80,0
4/1/2014,20.787,-156.991,"KAUMALAPAU, HAWAII, HI",HI,USA,80,0
11/4/1952,21.474,-157.846,"KAHALUU, OAHU, HI",HI,USA,80,0
11/6/1958,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
11/4/1952,21.454,-157.817,"KAHALUU, OAHU, HI",HI,USA,80,0
4/1/1946,21.32,-157.955,"HICKAM HARBOR, OAHU, HI",HI,USA,80,0
4/1/1946,21.382,-157.95,"PEARL HARBOR, OAHU, HI",HI,USA,80,0
11/4/1952,20.898,-156.472,"KAHULUI, MAUI, HI",HI,USA,80,0
11/4/1952,21.464,-157.766,"PYRAMID ROCK, OAHU, HI",HI,USA,80,0
4/1/1946,21.367,-158.018,"WEST LOCH, PEARL HARBOR, OAHU, HI",HI,USA,80,0
11/15/2006,19.634,-156.507,"D51407 BPR, SE OF HONOLULU, HI",HI,USA,80,0
11/4/1952,21.461,-157.738,"ULUPAU HEAD, OAHU, HI",HI,USA,80,0
3/11/2011,21.57855,-158.2291,"NW OF END OF CAMP ERDMAN, OAHU, HI",HI,USA,80,0
11/4/1952,21.405,-157.738,"KAILUA, OAHU, HI",HI,USA,80,0
3/11/2011,21.59355,-158.106783,"HALEIWA HARBOR BOAT RAMP, OAHU, HI",HI,USA,80,0
3/28/1964,21.583,-158.255,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
11/4/1952,21.351,-157.707,"BELLOWS FIELD BEACH, OAHU, HI",HI,USA,80,0
3/28/1964,21.583,-158.235,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
11/4/1952,21.314,-157.654,"MAKAPUU HEAD, OAHU, HI",HI,USA,80,0
3/28/1964,21.583,-158.227,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
11/4/1952,21.288,-157.675,"SANDY BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.282,-157.683,"SANDY BEACH, OAHU, HI",HI,USA,80,0
3/28/1964,21.583,-158.217,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
11/4/1952,21.274,-157.699,"HANAUMA BAY, OAHU, HI",HI,USA,80,0
3/28/1964,21.584,-158.181,"MOKULEIA BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.284,-157.725,"PAIKO PENINSULA, OAHU, HI",HI,USA,80,0
3/28/1964,21.585,-158.15,"MOKULEIA BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.283,-157.739,"NIU VALLEY, OAHU, HI",HI,USA,80,0
3/28/1964,21.586,-158.132,"WAIALUA, OAHU, HI",HI,USA,80,0
3/28/1964,21.586,-158.121,"KAIAKA BAY, OAHU, HI",HI,USA,80,0
11/4/1952,21.267,-157.783,"KAHALA, OAHU, HI",HI,USA,80,0
11/4/1952,21.3,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
11/4/1952,21.32,-157.955,"HICKAM HARBOR, OAHU, HI",HI,USA,80,0
3/9/1957,20.875,-156.682,"LAHAINA, MAUI, HI",HI,USA,80,0
4/1/1946,21.463,-158.215,"LAHILAHI POINT, OAHU, HI",HI,USA,80,0
4/1/1946,21.466,-158.216,"LAHILAHI POINT, OAHU, HI",HI,USA,80,0
3/9/1957,20.885,-156.69,"PUUNOA POINT, MAUI, HI",HI,USA,80,0
4/1/1946,21.481,-158.228,"KEPUHI POINT, OAHU, HI",HI,USA,80,0
3/9/1957,20.888,-156.689,"PUUNOA POINT, MAUI, HI",HI,USA,80,0
4/1/1946,21.49,-158.233,"KEPUHI POINT, OAHU, HI",HI,USA,80,0
10/20/1963,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
3/9/1957,20.914,-156.695,"HANAKAOO POINT, MAUI, HI",HI,USA,80,0
12/19/1982,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.515,-158.232,"WEST COAST OAHU, HI",HI,USA,80,0
3/9/1957,20.933,-156.697,"KEKAA POINT, MAUI, HI",HI,USA,80,0
4/1/1946,21.59,-158.113,"HALEIWA, OAHU, HI",HI,USA,80,0
4/1/1946,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
3/9/1957,20.946,-156.696,"HONOKOWAI, MAUI, HI",HI,USA,80,0
4/1/1946,21.547,-158.243,"WEST COAST OAHU, HI",HI,USA,80,0
4/1/1946,21.578,-158.283,"KAENA POINT, OAHU, HI",HI,USA,80,0
4/1/1946,21.559,-158.253,"WEST COAST OAHU, HI",HI,USA,80,0
3/9/1957,20.964,-156.688,"KAPALUA, MAUI, HI",HI,USA,80,0
4/1/1946,21.716,-157.987,"KAHUKU POINT, OAHU, HI",HI,USA,80,0
10/9/1995,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
4/1/1946,21.576,-158.282,"KAENA POINT, OAHU, HI",HI,USA,80,0
4/1/1946,21.299,-157.871,"HONOLULU HARBOR, OAHU, HI",HI,USA,80,0
10/9/1995,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
11/4/1952,21.431,-158.183,"MAILI, OAHU, HI",HI,USA,80,0
1872/01/13,21.59,-158.113,"HALEIWA, OAHU, HI",HI,USA,80,0
4/1/1946,21.578,-158.282,"KAENA POINT, OAHU, HI",HI,USA,80,0
1872/01/22,20.78,-156.82,"KAPUA, HI",HI,USA,80,0
11/4/1952,21.462,-158.209,"LAHILAHI POINT, OAHU, HI",HI,USA,80,0
4/1/1946,21.581,-158.265,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
4/1/1946,20.898,-156.472,"KAHULUI, MAUI, HI",HI,USA,80,0
11/4/1952,21.49,-158.233,"KEPUHI POINT, OAHU, HI",HI,USA,80,0
4/1/1946,21.192,-156.986,"KALAUPAPA, MOLOKAI, HI",HI,USA,80,0
4/1/1946,21.583,-158.255,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
4/1/1946,21.296,-157.661,"KALOKO, OAHU, HI",HI,USA,80,0
11/4/1952,21.515,-158.232,"WEST COAST OAHU, HI",HI,USA,80,0
4/1/1946,21.583,-158.235,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
10/28/2012,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
10/28/2012,21.593,-158.1055,"HALEIWA, OAHU, HI",HI,USA,80,0
3/28/1964,21.593,-158.115,"WAIALUA BAY, OAHU, HI",HI,USA,80,0
10/28/2012,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
3/28/1964,21.601,-158.107,"WAIALUA BAY, OAHU, HI",HI,USA,80,0
10/28/2012,21.3199,-157.6688,"MAKAPUU POINT, OAHU, HI",HI,USA,80,0
1871/02/20,21.3,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
11/4/1952,21.313,-158.008,"EWA BEACH, OAHU, HI",HI,USA,80,0
3/28/1964,21.677,-158.044,"SUNSET BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.347,-158.132,"KAHE POINT, OAHU, HI",HI,USA,80,0
3/28/1964,21.7,-158.018,"KAWELA BAY, OAHU, HI",HI,USA,80,0
3/28/1964,21.705,-158.003,"KAWELA BAY, OAHU, HI",HI,USA,80,0
11/4/1952,21.364,-158.136,"TRACKS BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.394,-158.16,"NANAKULI, OAHU, HI",HI,USA,80,0
3/28/1964,21.493,-157.85,"WAIAHOLE, OAHU, HI",HI,USA,80,0
3/28/1964,20.929,-156.496,"WAIEHU POINT, MAUI, HI",HI,USA,80,0
11/4/1952,21.401,-158.174,"MAILI POINT, OAHU, HI",HI,USA,80,0
11/29/1903,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
11/4/1952,20.811,-156.626,"HEKILI POINT, MAUI, HI",HI,USA,80,0
3/28/1964,20.915,-156.492,"WAIEHU, MAUI, HI",HI,USA,80,0
2/6/2013,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
11/4/1952,21.299,-157.871,"HONOLULU HARBOR, OAHU, HI",HI,USA,80,0
3/28/1964,20.902,-156.482,"KAHULUI BAY, MAUI, HI",HI,USA,80,0
3/11/2011,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
5/22/1960,21.32,-157.83,"HONOLULU LANDING, OAHU, HI",HI,USA,80,0
3/28/1964,20.898,-156.48,"KAHULUI HARBOR, MAUI, HI",HI,USA,80,0
4/1/1946,21.397,-157.719,"LANIKAI, OAHU, HI",HI,USA,80,0
3/28/1964,20.902,-156.47,"KAHULUI, MAUI, HI",HI,USA,80,0
4/1/1946,21.696,-158.024,"KAWELA BAY, OAHU, HI",HI,USA,80,0
2/6/2013,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
4/1/1946,21.379,-157.709,"WAILEA POINT, OAHU, HI",HI,USA,80,0
3/28/1964,20.901,-156.461,"KAHULUI, MAUI, HI",HI,USA,80,0
3/11/2011,20.787,-156.991,"KAUMALAPAU, LANAI, HI",HI,USA,80,0
4/1/1946,20.865,-156.146,"KEANAE, MAUI, HI",HI,USA,80,0
3/28/1964,20.907,-156.439,"KAHULUI, MAUI, HI",HI,USA,80,0
4/1/1946,21.351,-157.707,"BELLOWS FIELD BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.533,-158.232,"MAKUA, OAHU, HI",HI,USA,80,0
4/1/1946,21.583,-158.227,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
4/1/1946,21.321,-157.672,"KAUPO BEACH, OAHU, HI",HI,USA,80,0
4/1/1946,20.88,-156.69,"LAHAINA, MAUI, HI",HI,USA,80,0
3/28/1964,20.87,-156.17,"HONOMANU BAY, MAUI, HI",HI,USA,80,0
6/3/1932,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.314,-157.654,"MAKAPUU HEAD, OAHU, HI",HI,USA,80,0
3/11/2011,21.59705,-158.102283,"HALEIWA BEACH PARK, OAHU, HI",HI,USA,80,0
4/1/1946,21.392,-157.716,"LANIKAI, OAHU, HI",HI,USA,80,0
11/4/1952,21.547,-158.243,"WEST COAST OAHU, HI",HI,USA,80,0
4/1/1946,21.583,-158.217,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
3/11/2011,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.3,-157.658,"SANDY BEACH, OAHU, HI",HI,USA,80,0
2/3/1923,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
3/11/2011,21.612467,-158.095067,"PAPAILOA, OAHU, HI",HI,USA,80,0
4/1/1946,20.8,-156.51,"MAALAEA, MAUI, HI",HI,USA,80,0
4/1/1946,21.288,-157.675,"SANDY BEACH, OAHU, HI",HI,USA,80,0
3/11/2011,21.3218,-158.1193,"BARBERS POINT, OAHU, HI",HI,USA,80,0
11/4/1952,21.559,-158.253,"WEST COAST OAHU, HI",HI,USA,80,0
3/11/2011,21.619133,-158.085183,"LANIAKEA, OAHU, HI",HI,USA,80,0
4/1/1946,21.584,-158.181,"MOKULEIA BEACH, OAHU, HI",HI,USA,80,0
10/28/2012,20.787,-156.991,"KAUMALAPAU, LANAI, HI",HI,USA,80,0
4/1/1946,21.282,-157.683,"SANDY BEACH, OAHU, HI",HI,USA,80,0
4/1/1946,21.323,-157.672,"MAKAPUU POINT, OAHU, HI",HI,USA,80,0
3/11/2011,21.6223,-158.081583,"CHUNS, OAHU, HI",HI,USA,80,0
3/9/1957,22.014,-159.339,"KAUAILOA, KAUAI, HI",HI,USA,80,0
11/4/1952,21.576,-158.282,"KAENA POINT, OAHU, HI",HI,USA,80,0
10/28/2012,20.88,-156.69,"LAHAINA, MAUI, HI",HI,USA,80,0
4/1/1946,21.274,-157.699,"HANAUMA BAY, OAHU, HI",HI,USA,80,0
4/1/1946,21.585,-158.15,"MOKULEIA BEACH, OAHU, HI",HI,USA,80,0
3/11/2011,21.627783,-158.07395,"LEFTOVERS, OAHU, HI",HI,USA,80,0
4/1/1946,21.284,-157.725,"PAIKO PENINSULA, OAHU, HI",HI,USA,80,0
3/9/1957,22.045,-159.337,"WAILUA RIVER STATE PARK, KAUAI, HI",HI,USA,80,0
11/4/1952,21.577,-158.284,"KAENA POINT, OAHU, HI",HI,USA,80,0
10/28/2012,21.3199,-157.6688,"MAKAPUU POINT, OAHU, HI",HI,USA,80,0
4/1/1946,21.586,-158.132,"WAIALUA, OAHU, HI",HI,USA,80,0
4/1/1946,21.283,-157.739,"NIU VALLEY, OAHU, HI",HI,USA,80,0
3/9/1957,22.037,-159.338,"WAILUA, KAUAI, HI",HI,USA,80,0
3/11/2011,21.3,-157.867,"ALL OF HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.586,-158.121,"KAIAKA BAY, OAHU, HI",HI,USA,80,0
11/4/1952,21.578,-158.282,"KAENA POINT, OAHU, HI",HI,USA,80,0
3/9/1957,21.995,-159.333,"AHUKINI LANDING, KAUAI, HI",HI,USA,80,0
4/1/1946,21.593,-158.115,"WAIALUA BAY, OAHU, HI",HI,USA,80,0
3/11/2011,21.258,-157.815,"DIAMOND HEAD, OAHU, HI",HI,USA,80,0
11/4/1952,21.583,-158.255,"NORTHWEST COAST OAHU, HI",HI,USA,80,0
3/9/1957,21.961,-159.341,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
5/22/1960,20.78,-156.45,"KIHEI, MAUI, HI",HI,USA,80,0
3/9/1957,21.96,-159.337,"NAINI POINT, KAUAI, HI",HI,USA,80,0
5/22/1960,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
3/9/1957,21.967,-159.333,"LIHUE AIRPORT, KAUAI, HI",HI,USA,80,0
8/17/1906,20.8,-156.51,"MAALAEA, MAUI, HI",HI,USA,80,0
3/9/1957,21.987,-159.336,"LIHUE AIRPORT, KAUAI, HI",HI,USA,80,0
3/9/1957,21.392,-157.715,"LANIKAI, OAHU, HI",HI,USA,80,0
3/9/1957,21.963,-159.353,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
4/1/2014,21.3218,-158.1193,"BARBERS POINT, OAHU, HI",HI,USA,80,0
3/9/1957,21.953,-159.36,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
3/9/1957,21.598,-158.113,"WAIALUA BAY, OAHU, HI",HI,USA,80,0
3/9/1957,21.28,-157.829,"WAIKIKI, OAHU, HI",HI,USA,80,0
3/11/2011,19.634,-156.507,"D51407 BPR, SE OF HONOLULU, HI",HI,USA,80,0
3/11/2011,52.65,-156.94,"D46403 BPR, SE OF SHUMAGIN IS, AK",AK,USA,87,0
5/22/1960,21.961,-159.351,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
5/22/1960,21.96,-159.355,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
5/22/1960,21.953,-159.36,"NAWILIWILI BAY, KAUAI, HI",HI,USA,80,0
11/15/2006,21.593,-158.1055,"HALEIWA, OAHU, HI",HI,USA,80,0
11/15/2006,21.4498,-158.197,"WAIANAE, OAHU, HI",HI,USA,80,0
6/10/1996,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
6/10/1996,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
6/10/1996,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
5/22/1960,21.531,-157.837,"KAAAWA, OAHU, HI",HI,USA,80,0
5/22/1960,21.514,-157.837,"KUALOA POINT, OAHU, HI",HI,USA,80,0
11/15/2006,21.3199,-157.6688,"MAKAPUU POINT, OAHU, HI",HI,USA,80,0
11/15/2006,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
11/15/2006,21.437,-157.793,"MOKUOLOE, OAHU, HI",HI,USA,80,0
11/15/2006,21.192,-156.988,"KALAUPAPA, MOLOKAI, HI",HI,USA,80,0
11/15/2006,20.88,-156.69,"LAHAINA, MAUI, HI",HI,USA,80,0
12/12/1979,20.895,-156.477,"KAHULUI, MAUI, HI",HI,USA,80,0
12/12/1979,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
4/1/1946,21.384,-157.95,"PEARL HARBOR EAST LOCH, OAHU, HI",HI,USA,80,0
5/22/1960,21.493,-157.85,"WAIAHOLE, OAHU, HI",HI,USA,80,0
4/1/1946,21.371,-158.021,"PEARL HARBOR WEST LOCH, OAHU, HI",HI,USA,80,0
11/4/1952,21.314,-157.652,"MOKAPUU POINT, OAHU, HI",HI,USA,80,0
5/22/1960,21.454,-157.817,"KAHALUU, OAHU, HI",HI,USA,80,0
11/4/1952,21.383,-157.965,"PEARL HARBOR, OAHU, HI",HI,USA,80,0
4/1/1946,21.313,-158.008,"EWA BEACH, OAHU, HI",HI,USA,80,0
11/4/1952,21.577,-158.13,"WAIALUA, OAHU, HI",HI,USA,80,0
4/1/1946,21.3218,-158.1193,"BARBERS POINT, OAHU, HI",HI,USA,80,0
3/28/1964,21.433,-157.79,"MOKUOLOE-COCONUT IS, OAHU",HI,USA,80,0
4/1/1946,21.364,-158.136,"TRACKS BEACH, OAHU, HI",HI,USA,80,0
3/28/1964,21.69,-158.03,"WAIALEE, OAHU, HI",HI,USA,80,0
4/1/1946,21.375,-158.143,"NANAKULI, OAHU, HI",HI,USA,80,0
3/28/1964,21.643,-158.068,"WAIMEA BAY, OAHU, HI",HI,USA,80,0
4/1/1946,21.381,-158.148,"NANAKULI, OAHU, HI",HI,USA,80,0
4/6/1943,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.394,-158.16,"NANAKULI, OAHU, HI",HI,USA,80,0
12/7/1944,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.401,-158.174,"MAILI POINT, OAHU, HI",HI,USA,80,0
3/28/1964,22.079,-159.318,"KAPAA, KAUAI, HI",HI,USA,80,0
4/1/1946,21.411,-158.181,"MAILI POINT, OAHU, HI",HI,USA,80,0
3/28/1964,20.92,-156.38,"LOWER PAIA, MAUI, HI",HI,USA,80,0
4/1/1946,21.108,-156.749,"SOUTHEAST COAST MOLOKAI, HI",HI,USA,80,0
6/8/1993,21.593,-158.1055,"HALEIWA, OAHU, HI",HI,USA,80,0
1/31/1906,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.101,-156.759,"WAIALUA, MOLOKAI, HI",HI,USA,80,0
2/6/2013,19.634,-156.507,"D51407 BPR, SE OF HONOLULU, HI",HI,USA,80,0
4/1/1946,21.1,-156.761,"WAIALUA, MOLOKAI, HI",HI,USA,80,0
9/1/1923,21.3067,-157.867,"HONOLULU, OAHU, HI",HI,USA,80,0
4/1/1946,21.099,-156.762,"WAIALUA, MOLOKAI, HI",HI,USA,80,0
10/28/2012,52.65,-156.94,"D46403 BPR, SE OF SHUMAGIN IS, AK",AK,USA,87,0
4/1/1946,21.098,-156.764,"WAIALUA, MOLOKAI, HI",HI,USA,80,0
10/28/2012,19.634,-156.507,"D51407 BPR, SE OF HONOLULU, HI",HI,USA,80,0
4/1/1946,21.097,-156.765,"WAIALUA, MOLOKAI, HI",HI,USA,80,0
5/16/1968,21.927,-159.36,"NAWILIWILI, KAUAI, HI",HI,USA,80,0
4/1/1946,21.096,-156.767,"WAIALUA, MOLOKAI, HI",HI,USA,80,0
1868/08/13,20.898,-156.472,"KAHULUI, MAUI, HI",HI,USA,80,0
4/1/1946,21.09,-156.776,"PAUWALU, MOLOKAI, HI",HI,USA,80,0
2/6/2013,20.787,-156.991,"KAUMALAPAU, LANAI, HI",HI,USA,80,0
4/1/1946,21.085,-156.785,"SOUTHEAST COAST MOLOKAI, HI",HI,USA,80,0
